URL,Email,Phone
https://calendar.vineyardgazette.com/marthas_vineyard_fish_farm_for_haiti_project_154,No email found,No phone found
https://sustainablefish.org/contact/,No email found,808-726-2582
https://worldfishcenter.org/publication/overfishing-haiti-experience,No email found,5251873795
https://timothyschwartzhaiti.com/formal-fishing-sector-haiti/,info@timothyschwartzhaiti.com,1995-1996
https://unctad.org/news/unlocking-potential-haitis-fisheries-and-aquaculture-sectors,No email found,2161837547
https://www.fisheries.gov.jm/contact-us/,fisheries@nfa.gov.jm,+1 876 948 9014
https://oceanrisk.earth/wp-content/uploads/2025/05/Haiti-fact-sheet.pdf,No email found,8808614680
https://www.crfm.int/index.php?option=com_content&view=article&id=9&Itemid=468,No email found,(501) 223-4443
https://crfm.int/index.php?option=com_content&view=article&id=8,No email found,No phone found
https://peacewindsamerica.org/haitian-fishing-community-regains-self-reliance/,No email found,9482828
https://ns1.crfm.net/index.php?option=com_k2&view=item&id=393:caribbean-fisheries-fostering-great-relations-caricom-and-japan&Itemid=179,No email found,No phone found
https://blogs.iadb.org/sostenibilidad/en/improving-artisanal-marine-fisheries-in-haiti/,No email found,768154396
https://www.federalregister.gov/documents/2025/08/11/2025-15198/pacific-halibut-fisheries-of-the-west-coast-2025-catch-sharing-plan-inseason-action,heather.fitch@noaa.gov,(360) 867-8608
https://thefisheriesblog.com/2012/06/18/fish-farming-in-haiti-part-ii/,No email found,804-1180414
https://www.nature.org/content/dam/tnc/nature/en/documents/Caribbean-Marine-Biodiversity-Program-Haiti.pdf,matis@tnc.org,2014-2019
https://cwsglobal.org/stories/haiti-fishing/,info@cwsglobal.org,800.297.1516
https://www.nature.org/en-us/about-us/where-we-work/caribbean/haiti/,name@company.com,0769230769
https://www.wto.org/english/news_e/news24_e/fish_21feb24_e.htm,No email found,No phone found
https://www.dfo-mpo.gc.ca/contact/regions/index-eng.html,No email found,No phone found
https://repository.library.noaa.gov/view/noaa/8440,No email found,No phone found
https://www.haitiocean.org/contact,info@haitioceanconservancy.org,1687468784
http://www.socialenterprisefund.org/haiti_fish_proj_13.html,info@socialenterprisefund.org,(904) 280-0094
https://cliohaiti.net/wp-content/uploads/2023/10/Agriculture-Coordinator-Fishing1.docx,No email found,No phone found
http://communityofhopehaiti.org/fishing,No email found,1448336396
https://www.fao.org/e-agriculture/forumtopics/participant-haiti,No email found,1196095666
https://www.seaboardmarine.com/haiti/,No email found,No phone found
https://eulacfoundation.org/en/caribbean-regional-fisheries-mechanism-crfm,No email found,No phone found
https://www.locallyhaiti.org/birthday-impact-gift-conservation,alyssa@locallyhaiti.org,1638483393
https://www.developmentaid.org/organizations/view/555141/fondation-sens-universel-et-damabiah,No email found,No phone found
https://www.sustainableeelgroup.org/eldinero-haiti-the-export-of-eel-has-the-potential-to-be-a-great-generator-of-foreign-exchange/,No email found,No phone found
https://whitleyaward.org/winners/education-people-environment-haiti/,No email found,No phone found
https://whyhunger.org/food-voices-fishermen-in-haiti-needing-support-2/blog/,No email found,No phone found
https://www.covchurch.ca/haitiprojects,tara.linsley@gmail.com,1644447898
https://www.international.gc.ca/country-pays/haiti/relations.aspx?lang=eng,No email found,No phone found
https://www.fao.org/gfcm/contacts/fr/,No email found,4255494649
https://onlinelibrary.wiley.com/journal/14672979,No email found,No phone found
https://www.innovasea.com/contact-us/,No email found,No phone found
https://www.msc.org/for-business/fisheries,No email found,No phone found
https://www.intercanadafisheries.com/?srsltid=AfmBOorQyPhKXk0v49NxF1yAeUibschtQ60olYZ6puZAK_MHreIa5FjI,orders@icfisheries.com,905-660-1421
https://inspection.canada.ca/en/about-cfia/contact-us/contact-cfia-online,No email found,No phone found
https://caribbeannewsglobal.com/haiti-formally-accepts-agreement-on-fisheries-subsidies/,No email found,2024-02-12
https://brusselsbriefings.net/2013/09/25/haiti-briefing-the-development-of-aquaculture-and-fishing/?share=email,No email found,3230821515
https://www.researchgate.net/publication/360822222_Small-Scale_Fisheries_in_Haiti,No email found,No phone found
https://foodforthepoor.org/press/basa-fish-to-boost-haitis/,No email found,(800) 427-9104
https://www.dnb.com/business-directory/company-information.agriculture_forestry_fishing_and_hunting.ht.html,No email found,No phone found
https://www.globalseafood.org/advocate/haitis-hatchery-of-hope/,No email found,No phone found
https://www.fisheries.noaa.gov/inport/item/70172,ryan.smith@noaa.gov,(305) 361-4328
