URL,Email,Phone
https://www.bidmc.org/centers-and-departments/social-work/clinical-services/hematology-and-oncology/support-groups,jlabell1@bidmc.harvard.edu,5943268524
https://www.dana-farber.org/patient-family/support-services/support-groups-seminars,bereavement_program@dfci.harvard.edu,877-441-3324
https://www.massgeneral.org/cancer-center/patient-and-family-resources/patient-education/workshops-and-support-groups,wlcpforum@partners.org,(617) 726-1967
https://www.bidmc.org/centers-and-departments/cancer-center/cancer-center-programs-and-services/breastcare-center/breast-cancer-support,No email found,5943268524
https://www.southshorehealth.org/about-us/events-and-programs/2025/08/04/breast-cancer-support-group,No email found,No phone found
https://www.dana-farber.org/cancer-care/treatment/breast-oncology/programs/metastatic-breast-cancer/support-education,rgermano@partners.org,877-441-3324
https://www.faculty.umb.edu/russell_schutt/SupportGroups.htm,rdrozek@partners.org,(617) 726-1045
https://es.bmc.org/cancer-center/support/support-groups,No email found,No phone found
https://www.nbcancerresource.org/support-groups,info@ocawareness.org,1557942186
https://www.cancersupportmass.org/,No email found,6527092276
https://www.komen.org/support-resources/support/support-groups/,helpline@komen.org,877-465-6636
https://www.nwh.org/mass-general-cancer-center/cancer-patient-resources/support-groups,mgccnwhsupportgroups@partners.org,617-243-6000
https://www.survivingbreastcancer.org/,info@survivingbreastcancer.org,1727970514
https://www.cancer-connection.org/support-groups,No email found,053217512
https://www.cancer.org/support-programs-and-services/patient-lodging/hope-lodge/boston.html,No email found,00-227-2345
https://www.cancercare.org/diagnosis/breast_cancer,info@cancercare.org,021628884
https://www.openspiritcenter.org/facing-cancer-together,gaulinnancy@gmail.com,08-877-2050
https://www.elliefund.org/patient-resource/,No email found,No phone found
https://www.cancer.org/about-us/local/massachusetts.html,No email found,00-227-2345
https://mountauburnhospital.org/services/cancer/support-survivorship,No email found,617-499-5665
https://massachusettsasco.wildapricot.org/patient-support-programs/,jtaylor@cancersupportcommunity.org,434-384-0247
https://www.bmc.org/cancer-center/support/support-groups,cancersupport@bmc.org,1754951919
https://mbcn.org/in-person-support-groups-for-metastatic-breat-cancer/,MBG1045@verizon.net,03-355-3210
https://www.brighamandwomens.org/about-bwh/community-health-equity/connecting-hope-assistance-and-treatment-chat-program,bwhstrongergenerations@partners.org,00-294-9999
https://www.ulh.nhs.uk/wp-content/uploads/2015/06/Lincs-Support-Groups.pdf,No email found,No phone found
https://mybreastcancersupport.org/contact/,No email found,No phone found
https://secure.acsevents.org/site/STR?pg=entry&fr_id=110817,BostonMAStrides@cancer.org,064030028
https://lincolnshire.connecttosupport.org/search/information-and-advice/?id=398d2942-0bb6-4588-bf06-af6200c160fd,No email found,00 303 8789
https://www.cancersupportcommunity.org/find-location-near-you,partners@cancersupportcommunity.org,099153600
https://www.amoena.com/us-en/amoena-life/breast-cancer-support-groups-sbc/,No email found,212012-1448
