URL,Email,Phone,SourceFile
https://www.murgoradvocates.co.ke/,,5456796844,law_firms_kenya_email_contact.csv
https://lsk.or.ke/contact/,,040948351,law_firms_kenya_email_contact.csv
https://uploads.mwp.mprod.getusinfo.com/uploads/sites/5/2022/09/Attorney-Contact-List-2022.pdf,info@akoadvocates.co.ke,020 200 2826,law_firms_kenya_email_contact.csv
https://www.cradvocatesllp.com/contact/,info@cradvocatesllp.com,007148877,law_firms_kenya_email_contact.csv
https://www.dlapiper.com/en/locations/africa/nairobi,james.kamau@ikm.dlapiperafrica.com,,law_firms_kenya_email_contact.csv
https://www.sheriaplex.com/law-firms/,info@noklaw.co.ke,02486-0010,law_firms_kenya_email_contact.csv
https://www.primerus.com/law-firm/njoroge-regeru-company/nairobi,,054981494,law_firms_kenya_email_contact.csv
https://www.dentons.com/en/global-presence/africa/kenya/nairobi,kiragu.kimani@dentons.com,+254 20 3258000,law_firms_kenya_email_contact.csv
https://kmco.co.ke/,,020-2210281,law_firms_kenya_email_contact.csv
https://www.cliffordchance.com/people_and_places/places/africa/east-africa.html,header_logo@2x.png,070061239,law_firms_kenya_email_contact.csv
https://www.kaplanstratton.com/lawyer-profile/,ASeur@kapstrat.com,254 722 2057,law_firms_kenya_email_contact.csv
https://ach-legal.com/affiliates/,info@adilzone.com,,law_firms_kenya_email_contact.csv
https://mutumakiptooadvocates.co.ke/contact/,info@mutumakiptooadvocates.co.ke,,law_firms_kenya_email_contact.csv
https://cfllegal.com/,info@cfllegal.com,+254 20 444 0891,law_firms_kenya_email_contact.csv
https://www.nortonrosefulbright.com/en-ke/services/6165a991/energy,,018427387,law_firms_kenya_email_contact.csv
https://www.dlapiperafrica.com/en/kenya/country-legal-notice.html,,063069299,law_firms_kenya_email_contact.csv
https://www.dentonshhm.com/en/office-details/nairobi,sigee.koech@dentons.com,002905269,law_firms_kenya_email_contact.csv
https://kariukimuriukiadvocates.com/,info@kariukimuriukiadvocates.com,079461222,law_firms_kenya_email_contact.csv
https://www.lawyershub.org/contact,info@lawyershubafrica.com,,law_firms_kenya_email_contact.csv
https://aztanlawfirm.net/about-office/,E.info@sayinlaw.com.tr,079137569,law_firms_kenya_email_contact.csv
https://www.robsonharrisadvocates.com/,janemwangi@robsonharris.com,254 722 3091,law_firms_kenya_email_contact.csv
https://www.iflr1000.com/Firm/Cliffe-Dekker-Hofmeyr-Kieti-Law/Profile/40017,cdhkenya@cdhlegal.com,254 710 5601,law_firms_kenya_email_contact.csv
https://www.tripleoklaw.com/,,1694102181,law_firms_kenya_email_contact.csv
https://smsadvocates.co.ke/,info@smsadvocates.co.ke,2547579548,law_firms_kenya_email_contact.csv
https://olmllp.com/,info@olmllp.com,2541127539,law_firms_kenya_email_contact.csv
https://koyaadvocates.co.ke/,info@koyaadvocates.co.ke,2547317125,law_firms_kenya_email_contact.csv
https://www.karanjagisore.com/,info@karanjagisore.com,,law_firms_kenya_email_contact.csv
https://omlaw.co.ke/,info@omlaw.co.ke,,law_firms_kenya_email_contact.csv
http://www.issahawaii.org/ps.officers.cfm,president@issahawaii.org,,law_firms_kenya_email_contact.csv
https://kenyanmoves.co.ke/top-11-law-firms-in-kenya/,,1754820117,law_firms_kenya_email_contact.csv
https://rmmadvocatesllp.com/,filler@godaddy.com,070761101,law_firms_kenya_email_contact.csv
https://www.kalyacounsel.com/,kalya@kalyacounsel.com,254 020-8020,law_firms_kenya_email_contact.csv
