URL,Email,Phone,SourceFile
https://sustainablefish.org/contact/,,808-726-2582,fisheries_in_haiti_contact_email.csv
https://worldfishcenter.org/publication/overfishing-haiti-experience,,5251873795,fisheries_in_haiti_contact_email.csv
https://timothyschwartzhaiti.com/formal-fishing-sector-haiti/,info@timothyschwartzhaiti.com,1995-1996,fisheries_in_haiti_contact_email.csv
https://unctad.org/news/unlocking-potential-haitis-fisheries-and-aquaculture-sectors,,2161837547,fisheries_in_haiti_contact_email.csv
https://www.fisheries.gov.jm/contact-us/,fisheries@nfa.gov.jm,+1 876 948 9014,fisheries_in_haiti_contact_email.csv
https://oceanrisk.earth/wp-content/uploads/2025/05/Haiti-fact-sheet.pdf,,8808614680,fisheries_in_haiti_contact_email.csv
https://www.crfm.int/index.php?option=com_content&view=article&id=9&Itemid=468,,(501) 223-4443,fisheries_in_haiti_contact_email.csv
https://peacewindsamerica.org/haitian-fishing-community-regains-self-reliance/,,9482828,fisheries_in_haiti_contact_email.csv
https://blogs.iadb.org/sostenibilidad/en/improving-artisanal-marine-fisheries-in-haiti/,,768154396,fisheries_in_haiti_contact_email.csv
https://www.federalregister.gov/documents/2025/08/11/2025-15198/pacific-halibut-fisheries-of-the-west-coast-2025-catch-sharing-plan-inseason-action,heather.fitch@noaa.gov,(360) 867-8608,fisheries_in_haiti_contact_email.csv
https://thefisheriesblog.com/2012/06/18/fish-farming-in-haiti-part-ii/,,804-1180414,fisheries_in_haiti_contact_email.csv
https://www.nature.org/content/dam/tnc/nature/en/documents/Caribbean-Marine-Biodiversity-Program-Haiti.pdf,matis@tnc.org,2014-2019,fisheries_in_haiti_contact_email.csv
https://cwsglobal.org/stories/haiti-fishing/,info@cwsglobal.org,800.297.1516,fisheries_in_haiti_contact_email.csv
https://www.nature.org/en-us/about-us/where-we-work/caribbean/haiti/,name@company.com,0769230769,fisheries_in_haiti_contact_email.csv
https://www.haitiocean.org/contact,info@haitioceanconservancy.org,1687468784,fisheries_in_haiti_contact_email.csv
http://www.socialenterprisefund.org/haiti_fish_proj_13.html,info@socialenterprisefund.org,(904) 280-0094,fisheries_in_haiti_contact_email.csv
http://communityofhopehaiti.org/fishing,,1448336396,fisheries_in_haiti_contact_email.csv
https://www.fao.org/e-agriculture/forumtopics/participant-haiti,,1196095666,fisheries_in_haiti_contact_email.csv
https://www.locallyhaiti.org/birthday-impact-gift-conservation,alyssa@locallyhaiti.org,1638483393,fisheries_in_haiti_contact_email.csv
https://www.covchurch.ca/haitiprojects,tara.linsley@gmail.com,1644447898,fisheries_in_haiti_contact_email.csv
https://www.fao.org/gfcm/contacts/fr/,,4255494649,fisheries_in_haiti_contact_email.csv
https://www.intercanadafisheries.com/?srsltid=AfmBOorQyPhKXk0v49NxF1yAeUibschtQ60olYZ6puZAK_MHreIa5FjI,orders@icfisheries.com,905-660-1421,fisheries_in_haiti_contact_email.csv
https://caribbeannewsglobal.com/haiti-formally-accepts-agreement-on-fisheries-subsidies/,,2024-02-12,fisheries_in_haiti_contact_email.csv
https://brusselsbriefings.net/2013/09/25/haiti-briefing-the-development-of-aquaculture-and-fishing/?share=email,,3230821515,fisheries_in_haiti_contact_email.csv
https://foodforthepoor.org/press/basa-fish-to-boost-haitis/,,(800) 427-9104,fisheries_in_haiti_contact_email.csv
https://www.fisheries.noaa.gov/inport/item/70172,ryan.smith@noaa.gov,(305) 361-4328,fisheries_in_haiti_contact_email.csv
https://www.puffinfoundation.org/grantees/cat-fish-ii-a-humanitarian-mission-to-haiti/,,07666-4111,fisheries_in_haiti_contact_email.csv
https://www.worldbank.org/en/programs/africa-program-for-fisheries,,9781464809,fisheries_in_haiti_contact_email.csv
https://www.canada.ca/en/global-affairs/news/2024/03/canada-temporarily-draws-down-rd1-to-essential-personnel-at-its-embassy-in-haiti.html,prncecs@international.gc.ca,+011 (509) 2-812,fisheries_in_haiti_contact_email.csv
https://icsf.net/,,24-10-03-02,fisheries_in_haiti_contact_email.csv
https://myemail-api.constantcontact.com/Message-from-North-American-Ecology-Group-and-Update-from-Haiti-.html?soid=1113181371813&aid=6vtTuWSk9ac,loiszach3@gmail.com,5664278,fisheries_in_haiti_contact_email.csv
https://www.marinerneptune.com/,order@marinerneptune.com,204-589-5341,fisheries_in_haiti_contact_email.csv
https://trade4devnews.enhancedif.org/en/impact-story/despite-extraordinary-challenges-haiti-embraces-trade-it-looks-toward-future,,1587120121,fisheries_in_haiti_contact_email.csv
https://ht.usembassy.gov/wp-content/uploads/sites/100/Haiti_Country-Commercial-Guide.pdf,todd.reeves@trade.gov,(954) 323-4315,fisheries_in_haiti_contact_email.csv
https://www.goldmanprize.org/recipient/jean-wiener/,,7204982064,fisheries_in_haiti_contact_email.csv
https://www.grocentre.is/static/gro/publication/258/document/muriell12prf.pdf,fmurielle@hotmail.com,0001998199,fisheries_in_haiti_contact_email.csv
https://marinescienceodyssey.org/haiti-marine-conservation/,,6739423962,fisheries_in_haiti_contact_email.csv
https://www.grocentre.is/ftp/capacity-development-ftp/organised-activities/countries/ht,,6683687845,fisheries_in_haiti_contact_email.csv
https://ar-licensing.s3licensing.com/,,8210004363,fisheries_in_haiti_contact_email.csv
https://thebullfishbar.com/,thebullfishkitchen@gmail.com,+18335662998,fisheries_in_haiti_contact_email.csv
https://www.frostburg.edu/academics/majorminors/bachelor/bachelor-in-wildlife-and-fisheries.php,,21532-2303,fisheries_in_haiti_contact_email.csv
https://idfg.idaho.gov/fish/tag/add,,800-632-5999,fisheries_in_haiti_contact_email.csv
https://idfg.idaho.gov/enforcement/tipline,,(800) 632-5999,fisheries_in_haiti_contact_email.csv
https://www.maine.gov/ifw/fish-wildlife/community-science-projects/heron-observation-network.html,danielle.dauria@maine.gov,(207) 941-4478,fisheries_in_haiti_contact_email.csv
