URL,Email,Phone,SourceFile
https://www.bmc.org/departments/cancer-center/breast-cancer-program/our-team,,+16176387037,breast_cancer_oncology_clinic_boston_contact_email.csv
https://www.massgeneral.org/cancer-center/treatments-and-services/breast-cancer,,877-726-5130,breast_cancer_oncology_clinic_boston_contact_email.csv
https://www.massgeneral.org/cancer-center/treatments-and-services/breast-cancer/team,,2007-2025,breast_cancer_oncology_clinic_boston_contact_email.csv
https://www.brighamandwomens.org/surgery/breast-surgery/breast-cancer,,617-732-5500,breast_cancer_oncology_clinic_boston_contact_email.csv
https://www.cancer.org/support-programs-and-services/patient-lodging/hope-lodge/boston.html,,800-227-2345,breast_cancer_oncology_clinic_boston_contact_email.csv
https://www.dana-farber.org/cancer-care/treatment/breast-oncology/contact,,877-441-3324,breast_cancer_oncology_clinic_boston_contact_email.csv
https://www.bidmc.org/centers-and-departments/cancer-center/cancer-center-programs-and-services/breastcare-center/meet-the-breastcare-center-team,,5943268524,breast_cancer_oncology_clinic_boston_contact_email.csv
https://www.bidmc.org/centers-and-departments/cancer-center/cancer-center-programs-and-services/breastcare-center,,5943268524,breast_cancer_oncology_clinic_boston_contact_email.csv
https://www.bmc.org/departments/cancer-center/breast-cancer-program,,1755444677,breast_cancer_oncology_clinic_boston_contact_email.csv
https://www.dana-farber.org/cancer-care/treatment/breast-oncology/programs/older-women-with-breast-cancer/contact,oabc@dfci.harvard.edu,877-441-3324,breast_cancer_oncology_clinic_boston_contact_email.csv
https://www.dana-farberbrigham.org/cancer-care-center-locations,,617-440-9210,breast_cancer_oncology_clinic_boston_contact_email.csv
https://www.ucsfhealth.org/clinics/breast-care-center,,(415) 885-7796,breast_cancer_oncology_clinic_boston_contact_email.csv
https://learn.hms.harvard.edu/programs/breast-cancer-new-horizons-current-controversies,,888-625-4988,breast_cancer_oncology_clinic_boston_contact_email.csv
https://www.brighamandwomens.org/surgery/breast-surgery/our-breast-surgery-team,,(617) 632-6929,breast_cancer_oncology_clinic_boston_contact_email.csv
https://www.southshorehealth.org/cancer,,+1-781-624-5000,breast_cancer_oncology_clinic_boston_contact_email.csv
https://www.mskcc.org/,,+1-800-525-2225,breast_cancer_oncology_clinic_boston_contact_email.csv
