URL,Email,Phone
https://www.murgoradvocates.co.ke/,No email found,5456796844
https://lsk.or.ke/contact/,No email found,040948351
https://hkmlegal.co.ke/contact-us/,No email found,No phone found
https://uploads.mwp.mprod.getusinfo.com/uploads/sites/5/2022/09/Attorney-Contact-List-2022.pdf,info@akoadvocates.co.ke,020 200 2826
https://bowmanslaw.com/contact-us/,No email found,No phone found
https://aln.africa/contact-us/,No email found,No phone found
https://www.cradvocatesllp.com/contact/,info@cradvocatesllp.com,007148877
https://www.dlapiper.com/en/locations/africa/nairobi,james.kamau@ikm.dlapiperafrica.com,No phone found
https://www.sheriaplex.com/law-firms/,info@noklaw.co.ke,02486-0010
https://www.cliffedekkerhofmeyr.com/kieti-law/,No email found,No phone found
https://chambers.com/law-firm/wamae-allen-llp-global-2:22804430,No email found,No phone found
https://www.primerus.com/law-firm/njoroge-regeru-company/nairobi,No email found,054981494
https://www.dentons.com/en/global-presence/africa/kenya/nairobi,kiragu.kimani@dentons.com,+254 20 3258000
https://www.spencer-west.com/locations/africa/kenya-office/,No email found,No phone found
https://kmco.co.ke/,No email found,020-2210281
https://www.meritas.org/firm/TRIPLEOKLAW-ADVOCATES-LLP-Nairobi,No email found,No phone found
https://www.cliffordchance.com/people_and_places/places/africa/east-africa.html,header_logo@2x.png,070061239
https://www.attorneysafrica.com/,No email found,No phone found
https://cmadvocates.com/en/contact-us,No email found,No phone found
https://www.kaplanstratton.com/lawyer-profile/,ASeur@kapstrat.com,254 722 2057
https://www.wka.co.ke/,No email found,No phone found
https://www.bmmusau.com/contact-us/,No email found,No phone found
https://ach-legal.com/affiliates/,info@adilzone.com,No phone found
https://www.tagalliances.com/component/mtree/firm-profiles/112-mboya-wangongu-waiyaki-advocates,No email found,No phone found
https://mutumakiptooadvocates.co.ke/contact/,info@mutumakiptooadvocates.co.ke,No phone found
https://cfllegal.com/,info@cfllegal.com,+254 20 444 0891
https://www.lexmundi.com/firms/bowmans/nairobi/,No email found,No phone found
https://www.mackrell.net/firm/igeria-ngugi-advocates/office/nairobi,No email found,No phone found
https://www.nortonrosefulbright.com/en-ke/services/6165a991/energy,No email found,018427387
https://www.oraro.co.ke/contact/,No email found,No phone found
https://www.dlapiperafrica.com/en/kenya/country-legal-notice.html,No email found,063069299
https://www.dentonshhm.com/en/office-details/nairobi,sigee.koech@dentons.com,002905269
https://www.clydeco.com/en/locations/africa/nairobi,No email found,No phone found
https://kariukimuriukiadvocates.com/,info@kariukimuriukiadvocates.com,079461222
https://www.lawyershub.org/contact,info@lawyershubafrica.com,No phone found
https://www.iebc.or.ke/uploads/resources/U5R1yjBs3f.pdf,No email found,No phone found
https://www.msiglobal.org/firm/simba-simba-advocates.html,No email found,No phone found
https://oklawllp.com/contact-us/,No email found,No phone found
https://aztanlawfirm.net/about-office/,E.info@sayinlaw.com.tr,079137569
https://www.bakermckenzie.com/en/locations/emea/africa,No email found,No phone found
https://www.robsonharrisadvocates.com/,janemwangi@robsonharris.com,254 722 3091
https://mohammedmuigai.com/,No email found,No phone found
https://www.iflr1000.com/Firm/Cliffe-Dekker-Hofmeyr-Kieti-Law/Profile/40017,cdhkenya@cdhlegal.com,254 710 5601
https://www.zoominfo.com/people-search/location-kenya-industry-legal,No email found,No phone found
https://www.tripleoklaw.com/,No email found,1694102181
https://www.legal500.com/firms/557-cms/c-kenya/contact,No email found,No phone found
https://online.lsk.or.ke/searchAdvocates?term=2024,No email found,No phone found
https://www.ip-coster.com/IpListingAgentList/Country/ip-law-firms-kenya,No email found,No phone found
https://ke.usembassy.gov/wp-content/uploads/sites/5/2025/02/Attorney-Contact-List-2024-1.docx,No email found,No phone found
https://l2baviation.com/location/kenya/,No email found,No phone found
https://cms.law/,No email found,No phone found
https://www.lawfirmsinafrica.com/countrylawfirms/KE,No email found,No phone found
https://smsadvocates.co.ke/,info@smsadvocates.co.ke,2547579548
https://olmllp.com/,info@olmllp.com,2541127539
https://www.kabugu.co.ke/,No email found,No phone found
https://koyaadvocates.co.ke/,info@koyaadvocates.co.ke,2547317125
https://www.kimitiadv.com/,No email found,No phone found
https://wawerukiharalaw.co.ke/,No email found,No phone found
https://www.samsung.com/us/smartphones/galaxy-s25/compare/?msockid=0b794257a9356ecc19e45412a8a66f18,No email found,No phone found
https://nairobionline.com/advert/10-top-law-firms-in-nairobi/,No email found,No phone found
https://www.kipkenda.co.ke/,No email found,No phone found
https://mnolegal.co.ke/,No email found,No phone found
https://acornlaw.co.ke/,No email found,No phone found
https://www.karanjagisore.com/,info@karanjagisore.com,No phone found
https://fmlawadvocates.co.ke/,No email found,No phone found
https://omlaw.co.ke/,info@omlaw.co.ke,No phone found
https://www.members.issa.org/page/global-chapter-list,No email found,No phone found
https://www.members.issa.org/page/chapters,No email found,No phone found
https://www.members.issa.org/events/EventDetails.aspx?id=652237,No email found,No phone found
https://engage.isaca.org/hawaiichapter/home,No email found,No phone found
http://www.issahawaii.org/events.cfm?task=set&l=1,No email found,No phone found
http://www.issahawaii.org/register.cfm,No email found,No phone found
http://www.issahawaii.org/events.cfm?v=5&t=20231223&c=0&lc=0,No email found,No phone found
http://www.issahawaii.org/contact.cfm,No email found,No phone found
http://www.issahawaii.org/ps.index.cfm?ID=1445,No email found,No phone found
http://www.issahawaii.org/ps.officers.cfm,president@issahawaii.org,No phone found
https://muthiiassociates.com/law-firms-in-kenya/,No email found,No phone found
https://njagaadvocates.com/,No email found,No phone found
https://kenyanmoves.co.ke/top-11-law-firms-in-kenya/,No email found,1754820117
https://rmmadvocatesllp.com/,filler@godaddy.com,070761101
https://kmpartners.co.ke/,No email found,No phone found
https://www.kalyacounsel.com/,kalya@kalyacounsel.com,254 020-8020
https://mwc.legal/,No email found,No phone found
