URL,Email,Phone
https://www.mirandalawfirm.com/en/contacts,No email found,+351 217 814 800
https://www.servulo.com/en/contacts/,geral@servulo.com,+351) 210 933 000
https://avco.legal/en/contact/,No email found,+34 91 420 24
https://www.lgalawyers.com/contact-us,eduardagodinho@lgalawyers.pt,+351) 213 233 105
https://lawyers-portugal.com/contact-us/,No email found,No phone found
https://www.vda.pt/en/contacts/,privacy@vda.pt,No phone found
https://www.coe.int/en/web/cdcj/-/portugal-contact-points,No email found,No phone found
https://portugal.embassy.gov.au/lbon/lawyersLbon.html,No email found,+351 213 307 100
https://ethikos.legal/,No email found,No phone found
https://cms.law/en/int/footer-configuration/legal-information,No email found,No phone found
https://www.clarkemodet.com/en/global-presence/portugal/,No email found,No phone found
https://www.cuatrecasas.com/en/global/offices/lisbon,No email found,No phone found
https://iberianlawyer.com/wp-content/uploads/2022/03/GlobalListing-2013.pdf,No email found,No phone found
https://www.linklaters.com/en-us/locations/portugal,linklatersportugal@linklaters.com,+351218640000
https://iberianlawyer.com/wp-content/uploads/2022/03/entries_global14.pdf,No email found,No phone found
https://chambers.com/law-firm/cca-law-firm-europe-7:160010,No email found,+351 21 322 3590
https://www.lexmundi.com/firms/morais-leitao-galvao-teles-soares-da-silva-associados/lisbon/,No email found,No phone found
https://www.uria.com/en/abogados?office=lisboa,madrid@uria.com,+34 915 860 400
https://gfdl.legal/,No email found,No phone found
https://www.lexidy.com/contact-us/,No email found,No phone found
https://lcdmi-lawfirm.com/en/home/,mara.igreja@lcdmi-lawfirm.com,+351) 926547920
https://www.perezllorca.com/en/lawyer/evo-fernandes/,info@perezllorca.com,+34 91 436 04
https://en.mltportugal.com/,helpdesk@mltportugal.com,+351 931 198 747
https://www.legalnetlink.net/directory/rbms-sociedade-de-advogados-rl,No email found,No phone found
https://globallawexperts.com/legal/clara-silva-da-costa/,No email found,+44 (0) 870 977
https://www.perezllorca.com/en/lawyer/adolfo-mesquita-nunes/,info@perezllorca.com,+34 91 436 04
https://www.garrigues.com/en_GB/office/lisbon,No email found,+351 213 821 200
https://common.usembassy.gov/wp-content/uploads/sites/157/2024/03/Attorneys-list-2022-portugal-1.pdf,info@abreuadvogados.com,21 347 92 14
https://ots-lccv.com/,No email found,No phone found
https://www.tagalliances.com/component/mtree/firm-profiles/5816-unit-legal,No email found,No phone found
https://harris-sliwoski.com/location/lisbon/,firm@harris-sliwoski.com,+18883300010
https://consulegis.com/member179-abreu-advogados,consulegis@consulegis.com,+49 152 36381171
https://www.dlapiper.com/en-us/locations/lisbon,No email found,No phone found
https://www.theworldlawgroup.com/member-firms/plmj/399/,No email found,2021-04-05-0923
https://www.perezllorca.com/en-mx/,info@perezllorca.com,+34 91 436 04
https://www.iafl.com/find-a-lawyer/search-details/?id=30774,No email found,No phone found
https://www.thelawyersglobal.org/contacts?subject=firm&dept=marketing,TLG-Legal-Award-Badge-2020@0.75x.png,+351) 969 375 149
https://leglobal.law/about-l-e-global/firms/srs-legal/,No email found,No phone found
https://ncadvogados.com/contact-us/,info@ncadvogados.com,59720319
https://www.valadascoriel.com/contact-us/,No email found,No phone found
https://www.eversheds-sutherland.com/en/global/locations/offices/lisbon,No email found,No phone found
https://www.noemiacoelho.pt/en,noemiacoelho-5087L@adv.oa.pt,3716145325
https://www.alvesjacob.com/lawyer-lisbon-portugal.html,No email found,+55 21 3942-1026
https://www.ecovis.com/portugal/law/,armin.weber@ecovis.com,+351 210 131 660
https://www.macedovitorino.com/en/lawyers/Claudia-Fernandes-Martins/111/,cmartins@macedovitorino.com,+351 21 324 1908
https://www.giambronelaw.com/site/international/portuguese-lawyers-advogados/,No email found,4177374454
https://www.legal500.com/c/portugal,No email found,No phone found
https://www.lawyersworldwide.com/firms/jpab-jose-pedro-aguiar-branco-advogados/,No email found,No phone found
https://www.cca.law/,ccageral@cca.law,+351 213 223 590
https://www.meritas.org/firm/pbbr-Lisbon,No email found,No phone found
https://abreuadvogados.com/en/contacts/,logo-greyscale-large@3x.png,No phone found
https://www.primerus.com/primerus-directory/spring-2015/html/17.html,jonathan.pearce@marriottharrison.co.uk,+44 20 7209 2000
https://www.dentons.com/en/global-presence/europe,wendela.raas@dentons.com,1308890667
https://firstlegal.group/services/for-individuals/,No email found,+351911565467
https://oliveiralawyers.com/about-2/lisbon-lawyers/,No email found,+351 914 278 591
https://dantasrodrigues.com/en/law-firm/,No email found,+351) 21 799 50
